snapped_at,price,market_cap,total_volume
2014-10-20 00:00:00 UTC,6.04564039888202e-07,57108.10617495791,1350.7814663409506
2014-10-21 00:00:00 UTC,5.964173233073867e-07,56363.7340208677,601.5534776197014
2014-10-22 00:00:00 UTC,6.679611780381991e-07,63153.22955683787,2532.843440414021
2014-10-23 00:00:00 UTC,6.891511585366501e-07,65185.43497090543,1761.2377188188807
2014-10-24 00:00:00 UTC,7.059374973870998e-07,66803.44426554942,980.3484030529738
2014-10-25 00:00:00 UTC,7.15198797150907e-07,67710.53515510462,506.26699859517873
2014-10-26 00:00:00 UTC,7.062944431891681e-07,66898.3168088402,830.9688300674572
2014-10-27 00:00:00 UTC,7.111971012599262e-07,67392.88709420529,606.4570970188316
2014-10-28 00:00:00 UTC,7.224147558570952e-07,68486.64002791366,862.8297182016325
2014-10-29 00:00:00 UTC,7.170612532364716e-07,68009.34383807075,744.3469370825497
2014-10-30 00:00:00 UTC,6.960673530784864e-07,66048.48774241995,742.6297497495569
2014-10-31 00:00:00 UTC,6.992781695175443e-07,66383.29043615077,441.26104053881824
2014-11-01 00:00:00 UTC,6.862516130673385e-07,65176.001528784574,393.99442183689985
2014-11-02 00:00:00 UTC,6.751714273283569e-07,64152.83188979513,433.69006066499225
2014-11-03 00:00:00 UTC,6.598451267753028e-07,62725.29512111879,721.2712319739429
2014-11-04 00:00:00 UTC,6.378767055452875e-07,60663.813725948006,730.2413327107557
2014-11-05 00:00:00 UTC,6.456870995836775e-07,61434.3276821349,1121.2902363109686
2014-11-06 00:00:00 UTC,6.504705815100469e-07,61917.140899310114,1185.3530602423557
2014-11-07 00:00:00 UTC,6.357410031447328e-07,60542.63372691919,596.1363321783513
2014-11-08 00:00:00 UTC,6.318907253442099e-07,60203.393613411085,616.9124765932878
2014-11-09 00:00:00 UTC,6.076323209320717e-07,57917.56158836056,527.9135416465642
2014-11-10 00:00:00 UTC,5.988679075111953e-07,57108.010738702105,871.4658279254094
2014-11-11 00:00:00 UTC,6.01847450135479e-07,57417.62423752608,633.1162661461692
2014-11-12 00:00:00 UTC,5.635571069625422e-07,53788.81798289174,1186.261662518689
2014-11-13 00:00:00 UTC,5.914872895410146e-07,56480.03517570622,2157.4546837805606
2014-11-14 00:00:00 UTC,6.01190757068301e-07,57432.33995144353,916.1354405618389
2014-11-15 00:00:00 UTC,5.969912429790828e-07,57057.144045657435,652.7571511877989
2014-11-16 00:00:00 UTC,5.775695438214827e-07,55225.88654705429,513.9550513680044
2014-11-17 00:00:00 UTC,5.76457721841041e-07,55144.310296387404,576.2440178662132
2014-11-18 00:00:00 UTC,5.666878094936585e-07,54233.83395139502,683.961947845909
2014-11-19 00:00:00 UTC,5.668867790000543e-07,54277.25210036705,584.9139303527332
2014-11-20 00:00:00 UTC,5.834875315527778e-07,55891.27217015638,803.283410949488
2014-11-21 00:00:00 UTC,5.918593650630895e-07,56718.645728732794,526.7334949636545
2014-11-22 00:00:00 UTC,6.068379187224867e-07,58180.00215095367,728.0050069147121
